Alert_Time	Token	Adress	Market_Cap	Token_Price	Mint_Authority	LP_burned	Trending	Lord_Impact	Lord_Ratio	TwentyFourHoursVol	Lord_Score	Holders	Deployer	Deployer_Percent	Top_Holders	Liquidity_Pool_Balance	SOL_Supply
16/03 08:13:38 UTC	$BOMO	8SjKoc2s5cqSW4z6WKwgQiWkdUNnpTso5Jd8BZTNYESd	$16,677,755	$0.0167	Disabled	100%	#9	100.8	5.8	$97,085,847 | 1754.00%	490.56	13737	1844.73 SOL	0.86%	15.38%	$4,127,161	10694.0 / 12.3%
16/03 08:14:28 UTC	babyBOME	G4p91qkyBu3jDjP33x5jET8EkPJMjAe3iWVZkhtZPNcg	$154,485	$0.0000367	Disabled	N/A	Not Trending	0	2.1	$318,197 | 2194.00%	14.17	764	6.03 SOL	0.00%	13.29%	Raydium BBOME/SOL $28,134	73.8 / 9.0%
16/03 08:21:00 UTC	BOOK OF PEPE	3F2QFLCsgho1qqJp8U31oTAmMHF9x7epro5PAHXWrhvy	$30,682	$0.00307	Disabled	N/A	#11	14	1.7	$51,502 | 907.00%	16.96	221	10.34 SOL	0.00%	53.06%	Raydium BOPE/SOL $8,926	23.1 / 14.6%
16/03 09:09:16 UTC	BOOK OF MEME 2.0	BXD3otUGZPjCfRC79XGteHLG4GwQ5jou9hP3Nrj8HfjC	$71,663	$0.00000104	Disabled	100%🔥	#0	0	2.0	$142,060 | 2176.00%	1.07	454	16.00 SOL	0.00%	30.31%	$11,989	30.4 / 8.6%
16/03 09:09:28 UTC	BOOK OF MEME 2.0	5K3oPCftJPzBDRxp53wvzVmjDybVgtuaSmkRSffQXjiB	$288,723	$0.00000436	Disabled	100%	#14	12.8	3.6	$1,050,625 | 11113.00%	16.15	1213	0.90 SOL	0.00%	37.66%	$48,703	126.4 / 8.4%
16/03 10:46:39 UTC	SAFEMARS	9CjtrcLL2b9DAtNx5xB1zbXLBYXPSAbii4SWDfEtvKFz	$87,317	$0.0873	Disabled	100%	#7	18.4	1.7	$145,452 | 2139.00%	1.38	481	24.09 SOL	0.00%	26.94%	$18,901	48.8 / 10.7%
16/03 11:44:40 UTC	$BOSE	4GCnzzVNDnACkiwxJfwUipN1NHBYJ8eUwZwmXAVRBYBc	$828,356	$0.00828	Disabled	100%🔥	Not Trending	0	0.9	$735,048 | 39991.00%	3.46	1028	1.75 SOL	0.00%	38.00%	$73,514	191.6 / 4.4%
16/03 13:38:47 UTC	MIJS	A6q5eE43aHzdwaUYKBJk2QaBtFy5g3r3vZoDcA4URh7H	$265,926	$0.000266	Disabled	100%🔥	Not Trending	0	0.8	$213,392 | 17700.00%	476.42	480	1.63 SOL	0.00%	53.64%	Raydium MIJS/SOL $31,243	81.1 / 5.9%
16/03 13:50:12 UTC	COPE	DK6jkrHjhVjXGjGDcnXw4h6ant6JpvE47o9d5ZEj2iqf	$605,650	$0.000878	Disabled	100%🔥	#0	0	0.5	$298,543 | 21309.00%	1.94	700	6.52 SOL	0.00%	37.88%	$58,378	153.2 / 4.8%
16/03 14:58:38 UTC	SMOWL	5JjzMnhwpGKCyrWR7V6H6Zdv7iwWyfUa8m8fvuJ15ynD	$1,180,924	$0.0118	Disabled	100%🔥	#0	0	4.8	$5,662,170 | 39491.00%	49.40	2428	1.32 SOL	7.35%	38.14%	$118,733	312.6 / 5.0%
16/03 15:25:41 UTC	$DARKFARMS	4UCAewQxnha5hzdiqRVpJfmNNPmzuKn3RuQJ192peuDD	$215,336	$0.0215	Disabled	100%🔥	Not Trending	0	1.2	$254,564 | 11039.00%	90.89	568	8.80 SOL	0.00%	31.13%	$28,774	74.8 / 6.7%
16/03 15:44:28 UTC	BELENSKY	a67TxzqNBdm2ynNGfKVRmzNSLHmLRuyxRDLwVS21ghW	$98,914	$0.0000989	Disabled	72%	#0	0	0.6	$62,950 | 357.00%	2.89	332	22.98 SOL	3.30%	43.28%	$7,154	18.6 / 3.6%
16/03 16:11:27 UTC	DOGWOFHAT	EdSJ4cJVZEVPZ4eQTajsn6WLCUKUh3HbqH5eEqrBM9jc	$74,927	$0.0000749	Disabled	100%🔥	#0	0	0.9	$68,363 | 6310.00%	28.53	366	2.23 SOL	5.00%	31.22%	Raydium WOF/SOL $16,050	41.3 / 10.7%
16/03 17:16:41 UTC	BOEM	AwJgudQFmgxi7bX8JwnCRwzAuciqMRmCsjVJkk6ggwdp	$97,248	$0.0000972	Disabled	N/A	Not Trending	0	3.3	$325,264	3.20	530	7.92 SOL	0.02%	28.23%	$31,277	81.5 / 16.2%
16/03 17:44:36 UTC	Dawkoins	7cb67ev3jvBKaAH1tnVM8FL8WfQ96sa2TYByEXajqx8N	$760,806	$0.000761	Disabled	100%🔥	Not Trending	0	0.9	$678,470 | 49503.00%	729.94	782	2.69 SOL	0.50%	38.97%	$54,396	142.2 / 3.7%
16/03 17:52:04 UTC	$bume	GFQnKPkEkiwLeQfRDLZRaPxAJkwBQvnRZjZvPgkfabiA	$539,846	$0.000540	Disabled	100%🔥	Not Trending	0	1.2	$668,910 | 44422.00%	69.21	892	3.32 SOL	0.00%	24.75%	$50,053	129.1 / 4.8%
16/03 18:55:05 UTC	DONK	8a63YTeJqaupkausvcVnHcu7fatYn9UxXfgr4VUnNjeQ	$2,528,009	$0.00253	Disabled	100%	#5	32	1.1	$2,785,771 | 15991.00%	3.54	2991	0.00 SOL	0.00%	33.94%	$191,714	525.5 / 3.8%
16/03 19:39:36 UTC	non-player character	D2ojTo5SsWptEq2G4igHyUpEMmUXhAAPVAk61eEZbgxn	$532,732	$0.0000242	Disabled	100%🔥	Not Trending	0	2.7	$1,440,982 | -43.96%	63.12	1366	4.28 SOL	0.06%	11.27%	$629,942	1704.5 / 59.2%
16/03 19:41:30 UTC	Pajeet Coin	BHzvYTkTY4M8Kv4PPWXWZwHdY58z1EvgZBi36UCaskgs	$105,585	$0.105	Disabled	100%🔥	Not Trending	0	3.0	$315,489 | 8747.00%	44.70	432	1.36 SOL	0.00%	43.61%	$18,937	51.4 / 9.0%
16/03 19:44:26 UTC	$BOHO	32ZbbgEhv9hAHc9jh8N7DgzXCbvKNoii2S5pSV4SKyAR	$55,998	$0.000560	Disabled	100%🔥	#0	0	2.6	$147,663 | 1295.00%	21.88	281	7.10 SOL	0.00%	41.40%	$11,418	31.5 / 10.2%
16/03 20:09:28 UTC	SSB	7pCQj1GpKSvNVstKtutZhjtea4vp1M5GXbbyeok2YiVd	$45,841	$0.0458	Disabled	N/A	Not Trending	0	1.7	$76,788	66.56	319	0.76 SOL	1.50%	31.47%	$14,157	39.3 / 15.4%
16/03 21:21:18 UTC	Willy The Worm	2mrVgjo8kZssaVetXER112VaAwf46qDE1Mwei8J2bkuV	$103,094	$0.00103	Disabled	100%🔥	Not Trending	0	3.9	$406,173 | 2283.00%	12.99	610	0.36 SOL	0.00%	38.71%	$24,696	68.3 / 12.4%
16/03 21:40:49 UTC	GOGOL	1Ud59xpjUkusYNh8YTwLF4bCTaPLM9LxkX27TjSzABE	$56,651	$0.0000567	Disabled	100%🔥	#0	0	0.9	$54,082 | 527.00%	20.90	250	9.34 SOL	8.00%	46.57%	$13,130	36.7 / 11.6%
16/03 21:43:04 UTC	Pande	7YU7KdmUr9gyDzKGrwvzUsGzNFkHBLxsg7Nt97mnBdWP	$119,247	$0.000119	Disabled	N/A	#0	0	0.7	$81,644	33.10	292	0.75 SOL	5.00%	55.02%	$27,335	75.8 / 11.5%
16/03 23:34:05 UTC	DogWifHose	ATuEc2pv77EadPR37cqLHomui33mHeAD4WXK2m6kkyc6	$37,682	$0.0000377	Disabled	100%🔥	#0	0	2.9	$107,533 | 1237.00%	3.84	286	0.52 SOL	0.00%	44.45%	Raydium HOSE/SOL $17,592	48.4 / 23.4%
17/03 00:11:52 UTC	$Penis	GXNpuEQ83TXWoxNFQjwjyaDw5pzMbP5DtCZBoZjtmNs3	$126,000	$0.00182	Disabled	100%🔥	Not Trending	0	0.3	$31,573 | 106.00%	25.11	400	1.11 SOL	6.90%	59.47%	$22,399	60.4 / 8.9%
17/03 00:39:18 UTC	FHOPPY	71U4P8ttWNYdfmpKTC6Cixe6GUawexqQDYceu58YQHLa	$123,823	$0.000139	Disabled	100%🔥	#0	0	1.7	$212,889 | 10206.00%	0.66	457	1.30 SOL	0.00%	36.48%	$23,208	62.5 / 9.4%
17/03 00:50:07 UTC	Proof of Meme	2mGU2p88zTEUJd27d6g2YY86JJ1PuHBzw6w3uhJEE8Y9	$401,117	$0.000401	Disabled	100%🔥	Not Trending	0	0.8	$300,446 | 15641.00%	28.19	417	10.24 SOL	0.00%	40.58%	$61,018	169.2 / 7.5%
17/03 01:01:15 UTC	EMEM FO KOOB	CFfVafELBW13m1QrPvBwfXQ5RDiTrsWZAcKjabmz9onx	$141,275	$0.141	Disabled	100%🔥	Not Trending	0	1.5	$206,053 | 6759.00%	31.51	542	3.37 SOL	0.00%	34.68%	Raydium EMOB/SOL $20,195	55.8 / 7.1%
17/03 01:32:16 UTC	BOOK OF BOYS CLUB	5RPeyDE7avSaggDSuTxQFAjdCbf8QMnbjyhkLN97dvrK	$165,516	$0.00166	Disabled	100%🔥	#0	0	0.5	$80,219 | 20290.00%	12.29	262	0.01 SOL	0.00%	47.75%	$21,977	59.3 / 6.7%
17/03 01:37:53 UTC	Dogue	9Tef2cNzapCewjFrRj1SREurfXTSDicvsFn96JGEv1zy	$161,853	$0.000162	Disabled	100%	#5	20.4	1.1	$178,821 | 4425.00%	17.96	453	1.71 SOL	5.00%	31.12%	$42,140	113.7 / 13.0%
17/03 02:43:15 UTC	$BUT	25xMG1GAv8DAseSnkWpdhpU4fCESb7n58r435EAZvvPA	$96,668	$0.000109	Disabled	100%🔥	#0	0	1.6	$157,170 | 8134.00%	4.83	394	0.58 SOL	0.00%	36.50%	$20,300	55.2 / 10.4%
17/03 03:48:56 UTC	BOFA	4M3uEnfTJdMyUW5ZsPfhBaiYQF9KbeVPV7uP3uyBpJQS	$196,368	$0.196	Disabled	100%	#9	15.6	0.6	$126,012	0.59	231	0.32 SOL	0.00%	38.53%	$28,597	77.9 / 7.2%
17/03 04:44:16 UTC	KeyCat	ArLk5oGnb4iry9SPkTH6Zie6j5813oakrhkmAxctMowN	$27,783	$0.0000278	Disabled	N/A	Not Trending	0	1.2	$32,736	3.84	273	0.00 SOL	0.00%	43.31%	$9,153	24.7 / 16.6%
17/03 06:00:16 UTC	$Munch	CdZaJzc2BdmHhbr3LTP4DCPKyBu4zJrfB2mQKCgURUgp	$42,224	$0.000422	Disabled	100%🔥	Not Trending	0	1.2	$48,943 | 1667.00%	2.46	213	0.00 SOL	0.00%	52.35%	Raydium Munch/SOL $14,084	37.6 / 16.7%
17/03 06:34:17 UTC	GME	FLFfBgvnSCqLcjYBQ7hisEP4jCFGBQQsM3USqTCShBQv	$89,365	$0.0000894	Disabled	100%🔥	#0	0	1.6	$143,020 | 2942.00%	12.51	337	1.01 SOL	5.00%	38.85%	Raydium GME/SOL $29,310	78.3 / 16.4%
16/03 08:59:40 UTC	BOBA	2pajh67ewSVjmTTGmVNsHF9ckpou4sPmKHUMk75f7Gv4	$722,490	$0.000723	Disabled	100%	#6	22.4	6.2	$4,478,119 | 323.00%	23.38	2644	24.24 SOL	0.00%	19.62%	$77,302	208.1 / 5.3%
17/03 09:33:41 UTC	RICH BY MEME	8qk86aJUJpUuVV3jfwLPjFaTX9QV9FbK13TM8G2sU38K	$194,543	$0.00194	Disabled	100%	#5	22.4	2.3	$453,567 | 8479.00%	9.23	1092	8.00 SOL	0.00%	25.82%	$20,638	55.4 / 5.3%
17/03 13:11:04 UTC	CRONK	EZgZu4D9MNyYAripEV7fXZTyymSG71Wod8MCqGbVYBVz	$77,912	$0.000000779	Disabled	100%🔥	#0	0	1.1	$83,287 | 825.00%	22.88	471	0.09 SOL	0.00%	27.78%	$32,986	85.9 / 21.3%
17/03 14:38:28 UTC	DOME	Bj8riV2wuibTF1tLjBvuo2PccUp8fZ736wNtqoFDzEnY	$139,648	$0.000210	Disabled	100%🔥	#0	0	3.2	$443,321 | 3398.00%	6.39	704	0.02 SOL	3.00%	41.90%	$31,842	82.9 / 11.5%
17/03 14:49:06 UTC	Pang	EKtj2ocKdfsTMY8mZqsAanUHxcGhKow8zPuneSPL8AGM	$467,978	$0.00000678	Disabled	N/A	#0	0	0.7	$311,860 | 1339.00%	31.09	439	11.58 SOL	4.35%	47.25%	$147,343	387.3 / 15.7%
17/03 15:13:05 UTC	JJMOJI	Czaxx9HcMaJG6zR2Bj88eZYXpTc7ZKvzoZqJMPSvvJLu	$71,870	$0.0000719	Disabled	100%🔥	#0	0	2.9	$209,534 | 5729.00%	1.30	432	1.29 SOL	0.00%	35.55%	$17,878	46.0 / 12.6%
17/03 15:20:17 UTC	I LIKE THIS COIN	CJMihkPYswa3k6az9SUbepjKnkJQ6KWpGG5p9qW9n7NV	$19,810,285	$0.00198	Disabled	100%🔥	Not Trending	0	4.2	$82,987,319 | -1.58%	316.58	9518	1.16 SOL	0.00%	12.39%	$19,593,719	51005.0 / 49.4%
17/03 15:30:54 UTC	two potato	9LUtG42tEvYgMi45R35WuyYJNvrJMedw1V3j4oT7Y9HB	$140,568	$70283.900	Disabled	74%	#0	0	0.9	$134,108 | 7772.00%	14.83	522	0.57 SOL	5.00%	0.00%	$28,907	74.3 / 10.4%
17/03 15:36:01 UTC	Jiffpom	FpYA7hBibR1daXoDGqatiq4QXkDRTKveXcT2SZNqx3Bk	$129,723	$0.00130	Disabled	N/A	#0	0	0.7	$90,726 | 1985.00%	18.07	392	7.03 SOL	0.00%	13.89%	$24,090	63.0 / 9.2%
17/03 16:20:16 UTC	BOLI	AQXH7qF5edQ2A9kPidwwTWCUXsqe4HewyFef62N3d1MW	$133,935	$0.000134	Disabled	N/A	#0	0	0.8	$106,361 | 7556.00%	14.34	385	5.76 SOL	0.00%	24.24%	$20,679	53.3 / 7.7%
17/03 18:15:04 UTC	$bomer	3aGMrkThhKMGm51U3ZJXwanj7JZjDH2mFA7sfHmVtDHh	$1,128,128	$0.0000163	Disabled	N/A	Not Trending	0	0.6	$637,300 | 473.00%	141.20	518	237.68 SOL	0.00%	47.20%	$255,551	648.8 / 11.3%
17/03 18:31:15 UTC	BOTF	EQP1gosA8JdHyTmiN7ZRkEBybkXq65W4ogwqoRaZQ9WM	$69,217	$0.0000692	Disabled	N/A	#0	0	1.0	$66,116 | 5635.00%	4.47	268	5.55 SOL	2.50%	52.31%	$11,354	29.8 / 7.9%
17/03 19:28:02 UTC	itcoin	9TAxCHGdSD82FbAdFBRLd7TQjth9y52Qsmb3BEP1Ljt	$86,296	$0.00411	Disabled	100%🔥	#0	0	3.6	$307,439 | 6572.00%	8.41	431	0.00 SOL	0.00%	35.74%	Raydium IT/SOL $12,914	33.0 / 7.5%
17/03 19:54:05 UTC	Moosecoin	6P4yBuWs6XnFf9hwyDsHVoqP4PnKtzKkcLhm4YFTyvWz	$613,422	$0.000613	Disabled	100%🔥	Not Trending	0	6.3	$3,891,616 | 24785.00%	320.98	1311	0.00 SOL	0.00%	27.21%	$66,166	169.3 / 5.4%
17/03 20:32:41 UTC	Pengy	EyJR9fQVpuJ7W8b38o657jnW4yfhKiGrsWtGkREpZGEj	$1,388,385	$0.0139	Disabled	100%🔥	Not Trending	0	0.8	$1,137,438 | 20771.00%	18.30	984	1.07 SOL	0.00%	25.77%	$108,435	276.2 / 3.9%
17/03 20:32:57 UTC	$IDK	CymqTrLSVZ97v87Z4W3dkF4ipZE1kYyeasmN2VckUL4J	$33,025,512	$0.0330	Disabled	100%	#8	18	0.2	$5,863,895 | 100198.00%	2.46	1610	1.88 SOL	0.00%	21.08%	$2,086,097	5313.6 / 3.1%
17/03 21:22:00 UTC	BOPE	9pYy1j5sapYtDHmDVSuWK8N4wo4hwKFjpSh3diJG3ZUG	$92,035	$0.0000920	Disabled	N/A	#0	0	1.4	$131,837	12.24	292	4.64 SOL	0.00%	46.43%	$14,900	37.7 / 8.1%
17/03 21:59:29 UTC	$DOGU	CPRbEgtRFnYXFtJezzkUv6TchCNrHaaqZ3wtoimSmkZK	$660,195	$0.0000660	Disabled	100%🔥	#0	0	2.2	$1,481,208 | 10044.00%	18.22	1048	7.01 SOL	3.22%	43.41%	$109,167	277.9 / 8.3%
17/03 22:20:17 UTC	TESLA RACE	7Ym4mmtiVKh87JYjid4cFcs4ViUttc4gJ6HrkgA453dq	$78,068	$0.000186	Disabled	100%	#11	14.8	3.2	$253,132 | 5046.00%	0.32	428	0.79 SOL	0.00%	31.21%	$19,200	48.6 / 12.3%
17/03 23:24:40 UTC	$PRESALE	5yoznT9DMcjzmP5wSwkcyAq6VcGygeWyg26VX9NFR7fD	$45,847	$0.0000458	Disabled	N/A	Not Trending	0	1.1	$51,827	27.84	305	0.79 SOL	0.00%	50.23%	$11,828	29.2 / 12.9%
18/03 00:00:08 UTC	$PLANT	AURA2MurEwNJJQ2gNjWEjx2PE3THPyYhNN4oBcYDVoT	$72,088	$0.0000811	Disabled	N/A	#0	0	1.7	$125,785	4.23	343	1.30 SOL	0.00%	39.41%	Raydium PLANT/SOL $18,228	45.6 / 12.5%
18/03 00:40:28 UTC	BOGE	FyonfkVJPt8ay41wY4WtYNdaXFjDRtgU7GjJZtjYMSAe	$53,679	$0.0537	Disabled	N/A	Not Trending	0	1.7	$90,741 | 2427.00%	260.00	254	8.81 SOL	0.00%	32.67%	$14,388	34.6 / 14.1%
18/03 00:44:04 UTC	ROCK	FxuJeKMKmTKkB81ePTriPJ3gwExR5vVLSSC1FefKh5Y7	$56,832	$0.0000568	Disabled	N/A	#0	0	1.4	$78,536	20.89	383	2.80 SOL	0.00%	36.10%	$12,689	32.0 / 11.2%
18/03 01:10:19 UTC	$APEWIFHAT	KdF3kjqSHbWXFstBLA2dccDxuNBi4o3yZqtMhB7k5dZ	$15,578,805	$0.000000156	Disabled	100%🔥	Not Trending	0	0.3	$4,608,959 | 13.68%	92.01	18560	0.08 SOL	0.12%	21.87%	$827,148	2113.7 / 2.7%
18/03 01:15:43 UTC	DUCKER	G766EqQS82DvnQ1vdf8E16x9j94TeDnMu4vFNzzRvXHJ	$83,813	$0.0000838	Disabled	100%🔥	#0	0	2.0	$163,892 | 3529.00%	22.23	403	55.02 SOL	0.00%	39.83%	$14,717	37.8 / 8.7%
18/03 01:34:16 UTC	XSCAN	FFMZSdnfvdWhqvKZ6iaEN9UCphrkpGtaLsqSNb6uGjAy	$229,408	$0.00229	Disabled	100%🔥	#0	0	2.2	$511,604 | 7657.00%	1.78	658	1.52 SOL	0.00%	54.77%	$33,179	83.7 / 7.2%
18/03 02:14:28 UTC	$NOMO	J3EEg43NaHQmPCNxhPjFZhsjwa6FJxaBA3pudQFyf4Jq	$202,386	$0.257	Disabled	100%🔥	#0	0	0.4	$85,117 | 21630.00%	2.54	218	0.64 SOL	0.00%	59.98%	$23,651	59.1 / 5.8%
18/03 02:52:28 UTC	$CHIPE	8V7PMWA6vSbC4UBZGKPJfQGH24TQcxDojfReZKkaSE4f	$83,135	$0.00831	Disabled	N/A	#0	0	1.3	$111,215 | 3737.00%	20.47	291	14.55 SOL	0.00%	46.16%	$15,150	36.7 / 9.2%
18/03 03:11:32 UTC	NOSTALGIA	24gG4br5xFBRmxdqpgirtxgcr7BaWoErQfc2uyDp2Qhh	$13,397,141	$0.0134	Disabled	100%	#11	36.8	11.0	$147,003,610 | 124.00%	134.89	18006	6.11 SOL	0.00%	9.89%	$9,523,788	23208.0 / 35.6%
18/03 06:34:16 UTC	DUPE'S WIFE	2fXFHj9WFU1gXmgFitdQySb9aQtGJQGiHUs2HsS3umCe	$37,950	$0.0379	Disabled	100%🔥	#0	0	3.5	$132,119 | 2077.00%	1.68	410	9.73 SOL	0.00%	39.11%	$9,644	23.8 / 12.8%
18/03 06:50:53 UTC	$Leon	AEGXKaSBmPMTVgksAFdEYxRn2kNStX238uy67H7PzkiU	$118,416	$0.00118	Disabled	100%🔥	Not Trending	0	1.6	$184,112 | 6742.00%	9.75	618	11.49 SOL	0.00%	30.35%	$14,730	36.5 / 6.2%
18/03 07:08:00 UTC	BOB	72BwMYtYkt5CWMF3Kq8SVueiYoA18pYg5rqGc5GSpxh6	$50,784	$0.00508	Disabled	N/A	#0	0	1.5	$78,069 | 3080.00%	1.20	287	1.18 SOL	0.00%	40.25%	Raydium BOB/SOL $14,024	34.8 / 13.8%
18/03 07:42:17 UTC	SATOLY	353MFXeLB8fi83S2BoSYbGxRqFKS2pjppgQd723uwATD	$96,758	$0.0968	Disabled	99%🔥	Not Trending	0	0.9	$91,074 | 6926.00%	5.01	239	7.65 SOL	0.00%	42.10%	$19,515	48.2 / 10.1%
18/03 08:36:16 UTC	SLERF 2.0	12isASh3ficTb4BTuidTvR5wtPG73xt9pgU3F5uo5GkN	$49,770	$0.00498	Disabled	N/A	#0	0	0.9	$46,311 | 1316.00%	2.16	269	15.99 SOL	0.00%	48.88%	$11,564	26.8 / 12.4%
18/03 08:36:16 UTC	SLERF 2.0	12isASh3ficTb4BTuidTvR5wtPG73xt9pgU3F5uo5GkN	$49,770	$0.00498	Disabled	N/A	#0	0	0.9	$46,311 | 1316.00%	2.16	269	15.99 SOL	0.00%	48.88%	$11,564	26.8 / 12.4%
18/03 09:28:41 UTC	$SWIF	CxkhzMJWKzkaZe65GAdgqt5BQPSakrogE4ENYA58ugUo	$114,810	$0.000115	Disabled	100%🔥	Not Trending	0	2.5	$283,895 | 3687.00%	23.76	568	35.64 SOL	0.00%	33.09%	$26,476	64.6 / 11.6%
18/03 10:44:40 UTC	GRIMREAPER	5yfDdiW65gVXzrwt88AiWfXuVnCk3PPmzG7SXLDhs6pS	$58,129	$0.0000582	Disabled	100%🔥	#0	0	7.0	$407,176 | 2256.00%	10.92	480	0.83 SOL	6.67%	43.43%	$23,448	56.4 / 20.2%
18/03 13:08:15 UTC	SOCKS	DCH9E8AWs2D5gRiRRbDjRq5S3DmVKgie9Aj4KyeXRhA9	$95,451	$47725.520	Disabled	99%🔥	#0	0	1.5	$139,064 | 8761.00%	14.36	419	12.76 SOL	0.00%	0.00%	Raydium SOCKS/SOL $20,471	48.5 / 10.9%
18/03 14:22:35 UTC	$PAW	9Jk2UBkPJZjrEg9dfLmHfaoU1DvxisMxAh1QWQfSWThG	$101,723	$0.00102	Disabled	91%	#0	0	1.9	$191,812	3.78	390	1.79 SOL	0.00%	52.60%	$26,158	64.2 / 12.8%
18/03 15:16:57 UTC	Slerfa	Bt7gDf52gve3xYxrXqk2s8rPRy63uHzGyZZDXgVvtvfa	$47,824	$0.000478	Disabled	100%🔥	Not Trending	0	4.1	$197,518 | 1056.00%	16.85	381	2.16 SOL	0.00%	35.42%	Raydium SLERFA/SOL $17,079	42.8 / 17.9%
18/03 01:41:54 UTC	SAFEMUUN	9WBNLGfQUX3sEWHLCbgCjinsbjWujd37pMpFZHbLPco5	$2,030,754	$0.00215	Disabled	N/A	#0	0	0.3	$539,435 | 1062.00%	4.32	380	0.20 SOL	0.00%	36.92%	$93,442	232.5 / 2.3%
18/03 16:45:24 UTC	Munkey	5tjj6Ramjbjzn6Sdk9g51f1Psx8BseVeuZ6PRzbU5Rne	$60,827	$0.0000608	Disabled	100%🔥	#0	0	3.1	$189,033 | 1544.00%	31.51	498	5.28 SOL	0.00%	35.83%	$10,545	25.9 / 8.7%
18/03 16:47:13 UTC	SLERFINE	8ZjsGN4WmDMHRv2w8cUeZgmoWgrzpLeLQZhtqdn2iuJG	$43,933	$0.0439	Disabled	100%🔥	#0	0	2.1	$92,157 | 968.00%	13.36	276	24.10 SOL	0.00%	30.71%	Raydium SFINE/SOL $13,605	33.5 / 15.5%
18/03 16:55:16 UTC	SLURF	41fcqVHnTEHjPFfdeASGtXG4wpLWBgA6GzUBghaD6TYs	$61,497	$0.0000891	Disabled	N/A	#0	0	2.4	$144,771 | 731.00%	12.61	464	3.54 SOL	0.73%	30.67%	$11,172	28.1 / 9.1%
18/03 19:14:40 UTC	$slurf	5x7Bw3WJsygnaJgoDfyJERNqaYT8iouL7FRzpPmkHaEM	$45,412	$0.0000454	Disabled	N/A	#0	0	0.7	$30,137 | 4054.00%	3.62	285	3.79 SOL	0.00%	40.10%	$13,543	34.5 / 14.7%
18/03 19:21:27 UTC	Meme The Cow	BrK6wZ3JT1j8g2bq5yzYz2YVJPq9HSCGss2LVGpHGtqy	$104,025	$0.00104	Disabled	100%🔥	Not Trending	0	1.8	$189,347 | 4794.00%	13.39	507	1.82 SOL	0.00%	29.10%	$26,272	65.9 / 12.6%
18/03 19:53:07 UTC	SAND	ENSGG7n7rtJTVUNYR12Bjkt1pkazVe8x9sxFxAVX8xJY	$80,683	$80682.700	Disabled	51%	#0	0	1.3	$107,205 | 2918.00%	1.94	455	3.65 SOL	1.06%	0.00%	Raydium SAND/SOL $16,831	46.2 / 9.5%
18/03 20:33:20 UTC	KLERF	9WhD1gh65ogN2wdKqscBoDZMsm2fX8Re81xWDJ2gV4Zq	$472,663	$0.000473	Disabled	100%🔥	#0	0	0.9	$438,808 | 7118.00%	0.48	603	0.57 SOL	5.00%	38.31%	$47,612	118.6 / 5.0%
18/03 20:41:40 UTC	$BLACKWELL	GRoK5b4sqNpzN8wh2PYSSyp7TpMbB7Xk7j9W2KWaGuBr	$427,386	$0.0427	Disabled	N/A	Not Trending	0	0.4	$173,221 | 30759.00%	7.98	462	2.75 SOL	0.00%	43.39%	$25,113	62.7 / 2.9%
18/03 20:55:17 UTC	DIC	22xu63UhqUFYgKhEQAcDeiq9E28QiKZ9uwxsHexN9biT	$118,958	$0.000119	Disabled	100%🔥	#0	0	1.4	$164,050 | 1741.00%	1.63	229	0.88 SOL	1.00%	31.72%	$23,610	59.1 / 9.9%
18/03 21:19:11 UTC	$Doggy	5dFwTqjV2YSAC7hQoyaX1nLFuqXzY5EWYJwVf5wxaq61	$56,546	$0.000565	Disabled	N/A	#0	0	5.2	$295,729 | 2155.00%	14.99	609	0.37 SOL	5.00%	28.22%	$16,066	39.7 / 14.2%
18/03 21:19:19 UTC	BONZI	FJRnahoKYEXVp3PfpKAmYnZuHtvRwUaNBe7kGLAgPNuN	$78,836	$0.000788	Disabled	100%🔥	#0	0	0.5	$37,624 | 190.00%	14.61	224	0.20 SOL	1.80%	49.22%	$13,975	34.5 / 8.9%
18/03 21:29:27 UTC	$BLACKWELL	6QB81XMezM6y4etvAcXP8LEd4YD2Z69DGZEXR8foCsBo	$99,493	$0.0995	Disabled	100%🔥	Not Trending	0	0.8	$83,817 | 4484.00%	86.71	250	8.81 SOL	0.00%	34.81%	$19,781	49.9 / 9.7%
18/03 22:17:05 UTC	SEYLER	5g6b3eCLHC4WvmUJRiTvE5mNCUMiaHbKxQyWKuJdmDi	$1,358,827	$0.00136	Disabled	100%	#9	18.4	0.3	$401,542 | 127.00%	227.53	2589	1.02 SOL	0.00%	33.43%	$125,815	311.4 / 4.6%
18/03 22:39:43 UTC	SquidGrow	AL8pJZffwWNGXpWBKhFaVRXVcuf39TdTnAu2rGiHA3yz	$46,307	$0.000463	Disabled	100%🔥	#0	0	3.5	$162,010 | 2123.00%	4.47	323	0.06 SOL	3.90%	35.10%	$12,921	32.7 / 14.0%
18/03 23:57:05 UTC	SLORK	G5a7ZpNb7SVepRZp1dS3YbfFGcXszzzGEpsTS4JmsDAL	$119,002	$0.000238	Disabled	100%🔥	Not Trending	0	5.1	$603,948 | 3512.00%	2.03	680	0.83 SOL	0.00%	36.50%	$37,844	96.9 / 15.8%
